pnr_id,trip_id,primary_customer_id,origin,destination,itinerary_flight_keys,intl_flag,group_size,elite_status_level,fare_class_bucket,rebook_flexibility_index,loyalty_value_index,estimated_voucher_cost_usd,pnr_misconnect_prob,pnr_reaccom_complexity_score
PNR546FE7F2,TRIP_E5545EF8,CUST172827,JFK,BOS,['DL2106_20260219_041'],False,4,GOLD,L,0.3,0.48,0,0.0,0.16
PNR423BF44D,TRIP_1A42DFEA,CUST732599,MCO,ATL,['DL6962_20260219_103'],False,1,,Y,0.27,0.22,0,0.0,0.08
PNR35ABDE22,TRIP_5DA779FA,CUST728765,JFK,LHR,"['DL7983_20260219_016', 'DL4768_20260219_053']",True,1,,Q,0.21,0.39,483.05,0.43,0.19
PNR48EFED1E,TRIP_51F67776,CUST603762,LAX,AMS,['DL2266_20260219_086'],True,3,,Q,0.73,0.37,0,0.0,0.25
PNR9711C245,TRIP_2AB3F4F7,CUST757966,LAX,CDG,['DL1275_20260219_039'],True,1,,T,0.58,0.11,0,0.0,0.06
PNRDC02E4D7,TRIP_B3257E33,CUST101269,ATL,LAX,['DL6547_20260219_026'],False,2,GOLD,Q,0.84,0.12,0,0.0,0.16
PNR126C013E,TRIP_4F1A3500,CUST215485,MCO,AMS,"['DL3693_20260219_084', 'DL6213_20260219_036']",True,4,SILVER,H,0.36,0.96,850.9,0.25,0.16
PNR0800FF57,TRIP_5865D779,CUST451109,MCO,FRA,"['DL1726_20260219_113', 'DL6839_20260219_021']",True,4,SILVER,K,0.62,0.71,640.35,0.22,0.63
PNR1E2CFE20,TRIP_FA948E8A,CUST378293,MCO,SEA,"['DL3693_20260219_084', 'DL1995_20260219_075']",False,4,,S,0.77,0.31,522.19,0.31,0.1
PNRA9440FF9,TRIP_5A317CE4,CUST509573,LAX,SLC,['DL2400_20260219_038'],False,3,,Q,0.51,0.34,0,0.0,0.29
PNR97B2441D,TRIP_58FBA646,CUST251695,LAX,MCO,['DL5888_20260219_028'],False,2,DIAMOND,T,0.26,1.0,0,0.0,0.1
PNR3A4E6E8A,TRIP_B02F3A07,CUST767527,DFW,DFW,"['DL8877_20260219_096', 'DL2153_20260219_106']",False,1,SILVER,R,0.43,0.82,361.58,0.29,0.3
PNR539F6ABA,TRIP_9BBF6675,CUST503310,ATL,MCO,['DL4870_20260219_127'],False,2,,U,0.26,0.31,0,0.0,0.18
PNR7E7A4A94,TRIP_8F522D20,CUST313154,BOS,ATL,['DL6033_20260219_056'],False,2,,Y,0.9,0.11,0,0.0,0.19
PNR7EF15DF1,TRIP_D7C00FA0,CUST409012,LAX,MCO,['DL5888_20260219_028'],False,1,,Q,0.52,0.35,0,0.0,0.19
PNR3CFDD4F4,TRIP_D68DD8B0,CUST883281,ATL,SLC,['DL3565_20260219_107'],False,1,GOLD,B,0.3,0.97,0,0.0,0.23
PNRE1BF4635,TRIP_BB6E1304,CUST177353,JFK,FRA,"['DL7836_20260219_010', 'DL4572_20260219_147']",True,5,,H,0.53,0.28,816.35,0.32,0.22
PNR59F744B6,TRIP_9BEB7E67,CUST256989,MCO,ATL,['DL6962_20260219_019'],False,1,GOLD,R,0.74,0.52,0,0.0,0.09
PNR9BEEA5AD,TRIP_C4F0CBA6,CUST919354,JFK,DFW,['DL4510_20260219_076'],False,1,SILVER,G,0.65,0.11,0,0.0,0.08
PNR5B56F46E,TRIP_CE127CE5,CUST812930,MCO,DTW,['DL3558_20260219_044'],False,2,,R,0.86,0.24,0,0.0,0.23
PNRE1D755CE,TRIP_E3593830,CUST646833,ATL,JFK,['DL4337_20260219_058'],False,1,,M,0.46,0.39,0,0.0,0.24
PNR021BBE2D,TRIP_173BF339,CUST956223,JFK,CDG,['DL8037_20260219_014'],True,1,,M,0.68,0.24,0,0.0,0.21
PNRFB80E0EC,TRIP_9C0531E0,CUST304189,ATL,DFW,['DL8515_20260219_097'],False,1,GOLD,R,0.39,0.19,0,0.0,0.14
PNRC7CF48D6,TRIP_2FF93D82,CUST168492,LAX,FRA,['DL6839_20260219_085'],True,1,,H,0.35,0.1,0,0.0,0.28
PNR4C066424,TRIP_8FF1F34F,CUST928611,ATL,CDG,"['DL4337_20260219_058', 'DL8037_20260219_015']",True,1,,B,0.54,0.11,137.28,0.28,0.35
PNRD42CCBE8,TRIP_704B9F3B,CUST888363,SLC,JFK,['DL7666_20260219_072'],False,5,,V,0.47,0.21,0,0.0,0.08
PNR00EA1341,TRIP_6B31CF58,CUST626570,MCO,JFK,['DL3693_20260219_084'],False,1,SILVER,H,0.77,0.24,0,0.0,0.2
PNR1ADECA82,TRIP_00F570F3,CUST756359,MSP,DTW,['DL4203_20260219_074'],False,1,SILVER,M,0.27,0.75,0,0.0,0.27
PNRC4E25F27,TRIP_64E796FF,CUST569217,JFK,AMS,['DL6213_20260219_036'],True,3,,V,0.75,0.2,0,0.0,0.14
PNR87E4969B,TRIP_8F3C556A,CUST350725,ATL,LAX,['DL6547_20260219_110'],False,1,SILVER,N,0.35,0.65,0,0.0,0.07
PNRF014F788,TRIP_C7CA7A41,CUST673713,SEA,JFK,['DL5950_20260219_024'],False,3,,X,0.81,0.34,0,0.0,0.27
PNR2D4562CE,TRIP_5C08E043,CUST171472,DFW,JFK,['DL7334_20260219_116'],False,1,PLATINUM,K,0.4,0.43,0,0.0,0.07
PNRA1DC63C6,TRIP_4BD50CF1,CUST247269,BOS,ATL,"['DL9947_20260219_139', 'DL7836_20260219_094']",False,6,DIAMOND,G,0.86,0.97,1771.82,0.31,0.39
PNR73B9E4F1,TRIP_F2E4B1EE,CUST985874,LAX,JFK,"['DL2205_20260219_126', 'DL4337_20260219_142']",False,2,SILVER,G,0.64,0.38,0,0.2,0.17
PNR891A10F1,TRIP_0A8BD08D,CUST750760,SEA,LAX,['DL4383_20260219_115'],False,1,PLATINUM,B,0.88,0.15,0,0.0,0.25
PNREB41DE41,TRIP_9F5B3F59,CUST494077,DTW,BOS,['DL7282_20260219_143'],False,1,GOLD,X,0.31,0.46,0,0.0,0.07
PNR3359CF36,TRIP_086C9A96,CUST214419,ATL,SLC,['DL3565_20260219_023'],False,1,,G,0.26,0.32,0,0.0,0.28
PNR9E20EC69,TRIP_508D2EBC,CUST459057,ATL,LAX,['DL6547_20260219_110'],False,1,,V,0.9,0.25,0,0.0,0.23
PNRF0FE83D8,TRIP_C23E27E6,CUST252582,SLC,ATL,['DL4098_20260219_071'],False,1,,S,0.65,0.2,0,0.0,0.06
PNR6B0AEE9C,TRIP_4FC9F399,CUST596405,ATL,DFW,['DL8515_20260219_097'],False,1,GOLD,R,0.35,0.29,0,0.0,0.06
PNR636E8502,TRIP_9CA0FB36,CUST248622,SEA,JFK,['DL5950_20260219_108'],False,1,SILVER,M,0.25,0.46,0,0.0,0.12
PNR3379B50A,TRIP_21026A75,CUST293020,ATL,SLC,['DL3565_20260219_107'],False,2,SILVER,T,0.78,0.18,0,0.0,0.28
PNRA061AF9B,TRIP_CC15FCEB,CUST822291,MSP,AMS,"['DL7412_20260219_092', 'DL2266_20260219_002']",True,1,PLATINUM,S,0.75,0.97,274.71,0.24,0.83
PNR9AF06E84,TRIP_7AE5972E,CUST181588,LAX,AMS,['DL2266_20260219_002'],True,2,PLATINUM,L,0.71,0.62,0,0.0,0.09
PNRD507E3B9,TRIP_AE84C04E,CUST623706,ATL,CDG,['DL4119_20260219_081'],True,1,PLATINUM,Q,0.81,0.2,0,0.0,0.29
PNRA8164DB4,TRIP_9B75D729,CUST765104,ATL,FRA,['DL4572_20260219_133'],True,2,DIAMOND,Q,0.51,0.97,0,0.0,0.07
PNR2BBC555C,TRIP_34F0F5B0,CUST319952,SEA,MCO,"['DL2548_20260219_057', 'DL3225_20260219_102']",False,2,GOLD,N,0.87,0.97,0,0.14,0.56
PNR5435A8B3,TRIP_BCF2C22D,CUST780433,MCO,AMS,"['DL1726_20260219_113', 'DL2266_20260219_002']",True,1,,H,0.9,0.22,240.69,0.33,0.76
PNR0EF19E8C,TRIP_1119958A,CUST491246,LAX,FRA,['DL6839_20260219_085'],True,1,,R,0.32,0.28,0,0.0,0.19
PNR3AB94BDA,TRIP_B905C1ED,CUST945089,MSP,FRA,"['DL5568_20260219_130', 'DL4572_20260219_147']",True,1,SILVER,H,0.79,0.18,106.57,0.45,0.85
PNR97E75E2F,TRIP_568C3A24,CUST993077,SEA,CDG,"['DL4383_20260219_031', 'DL1275_20260219_123']",True,1,,B,0.49,0.17,281.85,0.32,0.4
PNR08E0119F,TRIP_CA7F0B39,CUST960270,SEA,SEA,"['DL2548_20260219_141', 'DL6880_20260219_025']",False,1,GOLD,G,0.65,0.81,258.32,0.22,0.85
PNR7234EB38,TRIP_36B145DA,CUST422328,SLC,DTW,['DL3854_20260219_129'],False,1,PLATINUM,T,0.79,0.82,0,0.0,0.15
PNR30EA8859,TRIP_B873EAB2,CUST981610,MSP,LAX,['DL7412_20260219_008'],False,1,,E,0.77,0.35,0,0.0,0.2
PNR3325730F,TRIP_6348C89B,CUST940257,MSP,JFK,"['DL5568_20260219_130', 'DL4337_20260219_058']",False,2,,N,0.85,0.23,951.51,0.38,0.41
PNR74D6E373,TRIP_E89E74F5,CUST342189,MCO,ATL,['DL6962_20260219_103'],False,4,,R,0.27,0.34,0,0.0,0.18
PNR26F05760,TRIP_A3CC7D56,CUST978012,JFK,LAX,['DL7983_20260219_100'],False,3,SILVER,T,0.59,0.95,0,0.0,0.1
PNRAB33E8B7,TRIP_F579EF22,CUST670081,MSP,DFW,"['DL5568_20260219_130', 'DL8515_20260219_013']",False,2,,Y,0.84,0.12,505.92,0.3,0.69
PNRE3E989FD,TRIP_5D2DA5BF,CUST332527,BOS,AMS,"['DL9947_20260219_139', 'DL6213_20260219_120']",True,2,,U,0.41,0.26,396.2,0.31,0.72
PNR16707627,TRIP_D89093BF,CUST757916,ATL,CDG,['DL4119_20260219_066'],True,2,,Q,0.22,0.4,0,0.0,0.27
PNREDF59410,TRIP_3257CBC8,CUST197283,JFK,FRA,['DL5757_20260219_027'],True,1,,K,0.25,0.35,0,0.0,0.28
PNRF4C3D935,TRIP_8BAE2DE4,CUST180019,SEA,FRA,"['DL4383_20260219_031', 'DL6839_20260219_085']",True,3,,S,0.35,0.23,1367.66,0.43,0.61
PNRA60544B9,TRIP_292D70F0,CUST791710,JFK,BOS,['DL2106_20260219_041'],False,1,,K,0.6,0.28,0,0.0,0.06
PNRF4DE9075,TRIP_CF451AAB,CUST266082,JFK,MSP,['DL3904_20260219_088'],False,1,SILVER,Y,0.57,0.33,0,0.0,0.08
PNR4C9E27B9,TRIP_E824C0B9,CUST326813,LAX,LHR,['DL4768_20260219_137'],True,1,,Q,0.81,0.13,0,0.0,0.1
PNR0F9C46A8,TRIP_EA0798E0,CUST308915,ATL,SEA,"['DL4076_20260219_067', 'DL6880_20260219_025']",False,2,PLATINUM,T,0.87,0.41,0,0.16,0.54
PNRF502AC8F,TRIP_41FE598C,CUST362241,JFK,FRA,['DL5757_20260219_111'],True,2,,L,0.32,0.31,0,0.0,0.27
PNREBCFFFA9,TRIP_C978C45E,CUST315830,DTW,MCO,"['DL7313_20260219_117', 'DL8521_20260219_062']",False,2,GOLD,X,0.87,0.54,0,0.12,0.81
PNR93E1005C,TRIP_394F140E,CUST550167,ATL,AMS,['DL5754_20260219_069'],True,3,SILVER,N,0.34,0.42,0,0.0,0.27
PNRA5DB85FB,TRIP_9949B9AB,CUST715377,SEA,LAX,['DL4383_20260219_115'],False,1,,T,0.49,0.28,0,0.0,0.27
PNRED8A8342,TRIP_4C0F3542,CUST948340,ATL,AMS,['DL5754_20260219_135'],True,1,,K,0.43,0.34,0,0.0,0.14
PNR496ADF10,TRIP_AEB30F45,CUST111430,SEA,CDG,"['DL8443_20260219_114', 'DL4119_20260219_081']",True,1,,Y,0.7,0.16,0,0.18,0.55
PNRB24F5B35,TRIP_BD89407B,CUST652874,DTW,BOS,['DL7282_20260219_143'],False,1,,L,0.35,0.27,0,0.0,0.23
PNRAAF61340,TRIP_E0CC9D3A,CUST433219,MCO,ATL,['DL6962_20260219_019'],False,2,SILVER,R,0.77,0.28,0,0.0,0.06
PNRBDC24D99,TRIP_DF481F27,CUST574779,JFK,LHR,['DL6187_20260219_011'],True,6,,H,0.32,0.2,0,0.0,0.15
PNRC4A528B7,TRIP_9593C473,CUST584202,SLC,JFK,['DL7666_20260219_072'],False,1,GOLD,Y,0.4,0.86,0,0.0,0.15
PNRC74718CF,TRIP_BD794EE4,CUST592718,ATL,AMS,['DL5754_20260219_135'],True,1,SILVER,M,0.27,0.82,0,0.0,0.23
PNRF2E805D7,TRIP_7469383B,CUST512433,SEA,CDG,"['DL5950_20260219_108', 'DL8037_20260219_098']",True,1,GOLD,S,0.41,0.99,297.33,0.29,0.61
PNR0C205AEE,TRIP_7F5515FD,CUST150157,JFK,LHR,['DL6187_20260219_095'],True,4,,U,0.78,0.14,0,0.0,0.3
PNR846F3D1D,TRIP_BC90F632,CUST955792,JFK,FRA,['DL5757_20260219_111'],True,1,,E,0.83,0.4,0,0.0,0.28
PNR2854E2A9,TRIP_B77A41D3,CUST419071,ATL,CDG,['DL4119_20260219_066'],True,4,,B,0.25,0.2,0,0.0,0.2
PNRC55EF95F,TRIP_586CCC0D,CUST225725,ATL,AMS,['DL5754_20260219_069'],True,2,PLATINUM,G,0.29,0.88,0,0.0,0.24
PNR35D55030,TRIP_98E71FEE,CUST705956,LAX,FRA,['DL6839_20260219_105'],True,2,SILVER,U,0.53,0.54,0,0.0,0.12
PNRF9844C2D,TRIP_EFA2AABC,CUST845937,LAX,CDG,['DL1275_20260219_123'],True,1,,X,0.26,0.27,0,0.0,0.27
PNRDA859AE9,TRIP_52922E18,CUST163194,LAX,AMS,['DL2266_20260219_052'],True,2,,S,0.35,0.3,0,0.0,0.17
PNR3EF2620C,TRIP_1FEE86FA,CUST426972,LAX,SLC,"['DL6709_20260219_144', 'DL1062_20260219_017']",False,1,GOLD,V,0.7,0.69,439.12,0.35,0.18
PNRA52E529C,TRIP_8BB0ABFE,CUST297083,MCO,SLC,"['DL1726_20260219_113', 'DL2400_20260219_122']",False,5,GOLD,L,0.25,0.48,1872.53,0.36,0.86
PNR40D191AC,TRIP_DDCC70F9,CUST352248,ATL,LAX,['DL6547_20260219_026'],False,1,PLATINUM,H,0.21,0.51,0,0.0,0.12
PNR963389C0,TRIP_09138525,CUST471643,ATL,AMS,['DL5754_20260219_135'],True,1,,M,0.5,0.15,0,0.0,0.18
PNR762805D8,TRIP_615BAE2B,CUST780129,ATL,DFW,['DL8515_20260219_013'],False,1,,B,0.47,0.38,0,0.0,0.1
PNRA8C46146,TRIP_2EDC6508,CUST152294,BOS,AMS,"['DL9947_20260219_055', 'DL6213_20260219_120']",True,1,SILVER,R,0.65,0.96,0,0.09,0.28
PNREF0733B1,TRIP_B05D9E44,CUST388840,ATL,FRA,['DL4572_20260219_147'],True,1,,H,0.36,0.29,0,0.0,0.23
PNRAD72FE71,TRIP_1465829E,CUST279337,SEA,AMS,"['DL4383_20260219_031', 'DL2266_20260219_052']",True,2,PLATINUM,T,0.75,0.41,430.39,0.25,0.58
PNRA225CE2C,TRIP_6FCB2A36,CUST874992,SEA,JFK,['DL5950_20260219_024'],False,1,PLATINUM,S,0.41,0.92,0,0.0,0.11
PNRA78516F2,TRIP_273660A4,CUST798384,SEA,BOS,"['DL5950_20260219_024', 'DL2106_20260219_041']",False,1,PLATINUM,Q,0.53,0.4,171.01,0.43,0.31
PNRA2E7F6FB,TRIP_F740E15F,CUST595523,SLC,CDG,"['DL1900_20260219_003', 'DL1275_20260219_123']",True,5,,S,0.28,0.35,1634.53,0.4,0.89
PNR89438048,TRIP_471F7A31,CUST204849,MSP,JFK,['DL9277_20260219_134'],False,2,GOLD,H,0.41,0.76,0,0.0,0.16
PNRB98F7FA2,TRIP_B3E9674C,CUST581035,BOS,JFK,['DL9947_20260219_139'],False,1,,E,0.21,0.21,0,0.0,0.23
PNRA2327785,TRIP_D4C3248C,CUST255084,LAX,CDG,['DL1275_20260219_123'],True,1,SILVER,Y,0.89,0.87,0,0.0,0.21
PNR1FB06483,TRIP_D79C8527,CUST476879,LAX,BOS,['DL2656_20260219_007'],False,1,SILVER,R,0.34,0.18,0,0.0,0.28
PNR4DD9DD5A,TRIP_37BB7A17,CUST652501,DFW,BOS,"['DL7334_20260219_032', 'DL2106_20260219_041']",False,4,SILVER,G,0.32,0.92,958.15,0.44,0.36
PNR1461D76A,TRIP_C8C523BC,CUST974692,BOS,LAX,['DL2447_20260219_070'],False,1,,V,0.63,0.23,0,0.0,0.16
PNR3E02CC54,TRIP_4D21BCB5,CUST818826,JFK,MSP,['DL3904_20260219_088'],False,1,DIAMOND,S,0.3,0.71,0,0.0,0.18
PNRBBF68348,TRIP_ACD4618B,CUST142942,DFW,CDG,"['DL9431_20260219_048', 'DL4119_20260219_066']",True,1,,X,0.35,0.35,0,0.06,0.2
PNR88DA5D89,TRIP_E7A86535,CUST152326,LAX,FRA,['DL6839_20260219_001'],True,1,SILVER,Y,0.38,0.42,0,0.0,0.12
PNRCCA62A21,TRIP_41300120,CUST249573,DTW,BOS,['DL7282_20260219_143'],False,1,,T,0.9,0.16,0,0.0,0.2
PNR0212F1E8,TRIP_350B3033,CUST202905,ATL,DFW,"['DL4076_20260219_067', 'DL2153_20260219_022']",False,1,,N,0.83,0.38,338.82,0.22,0.24
PNR66277A2B,TRIP_2C8811AC,CUST362165,ATL,BOS,['DL9113_20260219_082'],False,3,,L,0.29,0.27,0,0.0,0.13
PNR4B91B642,TRIP_CD901EE3,CUST200707,BOS,JFK,['DL9947_20260219_139'],False,1,GOLD,R,0.3,0.5,0,0.0,0.13
PNRBDB04FDF,TRIP_A07E8A91,CUST530187,LAX,BOS,['DL2656_20260219_091'],False,1,,R,0.52,0.37,0,0.0,0.06
PNR8B446DC0,TRIP_C9C0A967,CUST924843,DTW,DFW,['DL2153_20260219_022'],False,3,SILVER,X,0.37,0.56,0,0.0,0.08
PNRAB6F2694,TRIP_6E100678,CUST232053,LAX,JFK,['DL6709_20260219_144'],False,4,,N,0.48,0.1,0,0.0,0.25
PNR0A1E5B21,TRIP_56056B60,CUST970207,DTW,JFK,['DL7313_20260219_117'],False,3,,T,0.89,0.13,0,0.0,0.2
PNR73364FCC,TRIP_EBF930C0,CUST227341,LAX,JFK,['DL6709_20260219_144'],False,1,,B,0.72,0.3,0,0.0,0.23
PNRCD73F4C7,TRIP_0C3F5016,CUST808502,LAX,LHR,"['DL6709_20260219_060', 'DL6187_20260219_095']",True,1,SILVER,S,0.65,0.24,0,0.1,0.6
PNR20D4E39C,TRIP_3EB4FD91,CUST220280,LAX,FRA,['DL6839_20260219_001'],True,3,SILVER,L,0.25,0.24,0,0.0,0.27
PNRDB06F465,TRIP_20A860AB,CUST509693,ATL,FRA,['DL4572_20260219_063'],True,1,,G,0.24,0.14,0,0.0,0.15
PNR9C027202,TRIP_05993E88,CUST790130,LAX,JFK,['DL6709_20260219_060'],False,3,,G,0.63,0.23,0,0.0,0.21
PNR27CB3152,TRIP_8EEC05FA,CUST404124,SLC,AMS,"['DL4098_20260219_071', 'DL5754_20260219_051']",True,2,SILVER,L,0.4,0.19,671.01,0.24,0.39
PNRDE9FE13F,TRIP_37720331,CUST397189,DFW,LHR,"['DL7334_20260219_116', 'DL6187_20260219_124']",True,3,,R,0.52,0.27,0,0.11,0.11
PNR4C51D36A,TRIP_145B5E4D,CUST858188,DFW,SLC,"['DL9431_20260219_132', 'DL3565_20260219_023']",False,4,,Q,0.52,0.1,653.3,0.24,0.5
PNRABA82519,TRIP_AFDF5423,CUST637966,LAX,LHR,['DL4768_20260219_053'],True,1,SILVER,N,0.24,0.69,0,0.0,0.14
PNR202E231B,TRIP_22C63568,CUST391860,LAX,AMS,['DL2266_20260219_086'],True,1,GOLD,Q,0.75,0.69,0,0.0,0.28
PNR8B47CD03,TRIP_49D37F8B,CUST704020,DFW,DTW,['DL8877_20260219_096'],False,5,SILVER,K,0.7,0.56,0,0.0,0.21
PNRF59402D5,TRIP_C900E870,CUST130955,JFK,MCO,"['DL7983_20260219_100', 'DL5888_20260219_112']",False,5,,N,0.8,0.15,0,0.08,0.18
PNR1A1D42E6,TRIP_0A7F9157,CUST282450,SEA,MSP,"['DL2548_20260219_141', 'DL2163_20260219_083']",False,3,DIAMOND,U,0.71,0.45,0,0.09,0.88
PNRA35CBF49,TRIP_954687E7,CUST562976,JFK,CDG,['DL8037_20260219_015'],True,2,,M,0.73,0.28,0,0.0,0.26
PNR4E92C041,TRIP_498FDCF2,CUST768357,ATL,BOS,['DL9113_20260219_082'],False,1,,Q,0.6,0.16,0,0.0,0.11
PNR9FC174CD,TRIP_177990CA,CUST953370,DTW,LAX,['DL3544_20260219_073'],False,1,SILVER,R,0.57,0.81,0,0.0,0.07
PNR074DCCAC,TRIP_5EDEC169,CUST527847,SEA,AMS,"['DL4383_20260219_031', 'DL2266_20260219_052']",True,1,,Y,0.6,0.36,0,0.19,0.37
PNR160D23D7,TRIP_B18A355D,CUST625179,ATL,AMS,['DL5754_20260219_135'],True,1,GOLD,S,0.45,0.66,0,0.0,0.19
PNRB38CA57D,TRIP_0C1F15F2,CUST233370,SEA,DTW,"['DL5950_20260219_024', 'DL6858_20260219_104']",False,1,,M,0.75,0.19,147.17,0.28,0.28
PNRD97B97DE,TRIP_B1D13901,CUST968376,MCO,JFK,['DL3693_20260219_084'],False,1,GOLD,X,0.38,0.73,0,0.0,0.07
PNR79F6ACE4,TRIP_32BA4287,CUST518612,DTW,LAX,['DL3544_20260219_073'],False,1,,X,0.63,0.26,0,0.0,0.27
PNR86578463,TRIP_760C3AA3,CUST373553,ATL,DTW,['DL4076_20260219_067'],False,2,,R,0.34,0.37,0,0.0,0.06
PNRD19B23D0,TRIP_1033D852,CUST944797,MCO,FRA,"['DL6962_20260219_103', 'DL4572_20260219_147']",True,2,PLATINUM,U,0.86,0.91,762.47,0.25,0.71
PNRC8AE527A,TRIP_E6E62954,CUST602028,ATL,SEA,"['DL6547_20260219_026', 'DL8822_20260219_068']",False,2,SILVER,M,0.86,0.34,233.39,0.41,0.13
PNR90250B5F,TRIP_F4F3618C,CUST122484,JFK,FRA,['DL5757_20260219_089'],True,1,,U,0.85,0.11,0,0.0,0.25
PNR1E90ACD9,TRIP_2A2D3636,CUST550592,SEA,AMS,"['DL4383_20260219_115', 'DL2266_20260219_002']",True,2,,N,0.69,0.26,292.47,0.33,0.19
PNR377A24DB,TRIP_88798656,CUST349739,JFK,ATL,['DL7836_20260219_094'],False,1,,B,0.36,0.28,0,0.0,0.11
PNR1CF47073,TRIP_75FE98E3,CUST854793,LAX,LHR,['DL4768_20260219_137'],True,2,DIAMOND,Y,0.37,0.15,0,0.0,0.06
PNRE35CCE5C,TRIP_1AF9A503,CUST406616,SLC,JFK,['DL7666_20260219_072'],False,1,,U,0.29,0.22,0,0.0,0.21
PNR54081B75,TRIP_D46DFBEF,CUST839513,MCO,ATL,['DL6962_20260219_019'],False,1,,S,0.71,0.21,0,0.0,0.28
PNREECE66E4,TRIP_9F2BA2D5,CUST380531,MSP,CDG,"['DL7412_20260219_092', 'DL1275_20260219_123']",True,3,,U,0.42,0.26,425.25,0.26,0.38
PNR99AF014F,TRIP_962DAD12,CUST982298,JFK,LHR,['DL6187_20260219_124'],True,1,,Q,0.88,0.17,0,0.0,0.24
PNREFCC8B58,TRIP_C2B1CCDB,CUST575804,SEA,FRA,"['DL8443_20260219_114', 'DL4572_20260219_049']",True,1,,G,0.87,0.11,434.53,0.31,0.32
PNRA0A593E6,TRIP_5E108475,CUST996086,JFK,DFW,['DL4510_20260219_076'],False,3,,T,0.63,0.25,0,0.0,0.27
PNR1BBDD87B,TRIP_A0862533,CUST792482,JFK,LHR,"['DL7983_20260219_016', 'DL4768_20260219_053']",True,1,,R,0.41,0.26,239.12,0.26,0.12
PNRA1D21C73,TRIP_8972E75F,CUST894036,LAX,AMS,['DL2266_20260219_086'],True,4,PLATINUM,L,0.22,0.75,0,0.0,0.21
PNRAF1A39E3,TRIP_4DD5458A,CUST660737,JFK,CDG,['DL8037_20260219_014'],True,3,,X,0.52,0.27,0,0.0,0.19
PNRCB1448CD,TRIP_1141B65E,CUST238278,JFK,BOS,['DL2106_20260219_041'],False,5,,U,0.84,0.18,0,0.0,0.22
PNR8BF50496,TRIP_FBC50CFA,CUST745448,ATL,MSP,['DL9631_20260219_138'],False,1,,B,0.39,0.18,0,0.0,0.11
PNR488FCC43,TRIP_3950BC3E,CUST976609,SLC,LAX,['DL1900_20260219_003'],False,1,,V,0.39,0.15,0,0.0,0.17
PNR446753B6,TRIP_E941DE77,CUST528459,LAX,DFW,['DL7578_20260219_119'],False,1,,L,0.24,0.38,0,0.0,0.12
PNR00632FF5,TRIP_E367BEC4,CUST903184,JFK,AMS,['DL6213_20260219_080'],True,5,,T,0.75,0.18,0,0.0,0.17
PNRD999B9DC,TRIP_28158107,CUST140372,BOS,MCO,"['DL9947_20260219_055', 'DL8521_20260219_062']",False,4,SILVER,U,0.33,0.56,0,0.1,0.45
PNRF94C6823,TRIP_4E4F174A,CUST116901,JFK,CDG,['DL8037_20260219_015'],True,5,DIAMOND,T,0.67,0.87,0,0.0,0.14
PNR525AE1BF,TRIP_3BD9AA66,CUST218680,LAX,JFK,['DL6709_20260219_060'],False,1,,G,0.56,0.17,0,0.0,0.13
PNR374ED506,TRIP_CD8A89BF,CUST125894,DTW,MCO,['DL3225_20260219_018'],False,2,PLATINUM,Q,0.43,0.81,0,0.0,0.13
PNR8313E7BE,TRIP_8E2F8320,CUST268100,JFK,LHR,['DL6187_20260219_095'],True,1,DIAMOND,Y,0.46,0.36,0,0.0,0.09
PNR2B7CF2C2,TRIP_C58A3387,CUST325306,JFK,FRA,['DL5757_20260219_027'],True,2,GOLD,E,0.47,0.62,0,0.0,0.21
PNR56ACF6B2,TRIP_3235BF06,CUST227131,MCO,FRA,"['DL1726_20260219_029', 'DL6839_20260219_021']",True,5,DIAMOND,R,0.79,0.57,602.86,0.27,0.48
PNRF31709C3,TRIP_1AD3D2C7,CUST355882,LAX,MCO,['DL5888_20260219_112'],False,1,,X,0.43,0.34,0,0.0,0.29
PNR4DF65B43,TRIP_AE82D4A9,CUST469082,DFW,SEA,"['DL8877_20260219_096', 'DL6880_20260219_025']",False,2,,R,0.59,0.12,0,0.19,0.39
PNRA155B336,TRIP_2115A231,CUST663731,ATL,JFK,['DL4337_20260219_058'],False,1,,Q,0.37,0.37,0,0.0,0.22
PNRD92958B6,TRIP_A42BBBF7,CUST185465,ATL,CDG,['DL4119_20260219_066'],True,3,,H,0.49,0.25,0,0.0,0.09
PNR7E15CE6B,TRIP_1640DDAD,CUST274872,MSP,JFK,['DL9277_20260219_050'],False,4,PLATINUM,Y,0.28,0.34,0,0.0,0.19
PNR19C08192,TRIP_CD4893EF,CUST125093,DTW,SEA,['DL6880_20260219_025'],False,1,,R,0.68,0.4,0,0.0,0.08
PNR39C975BD,TRIP_296F84F3,CUST830782,JFK,CDG,['DL8037_20260219_099'],True,4,,N,0.59,0.31,0,0.0,0.08
PNR8C77F045,TRIP_EEE8BE10,CUST177335,LAX,AMS,['DL2266_20260219_086'],True,2,SILVER,B,0.72,0.42,0,0.0,0.16
PNRBFA234A6,TRIP_40007DC9,CUST834122,SEA,LAX,['DL4383_20260219_115'],False,2,,S,0.29,0.16,0,0.0,0.24
PNR2FEF038D,TRIP_DE80F4BA,CUST806642,MSP,ATL,['DL5568_20260219_130'],False,1,PLATINUM,E,0.65,0.44,0,0.0,0.16
PNR0B9FB1E4,TRIP_ED932622,CUST617255,SLC,ATL,['DL4098_20260219_071'],False,4,,X,0.44,0.27,0,0.0,0.27
